********* Type 1 ***********
------- Group1  count: 10000--------
1.1 BST Insert:    15921958us
1.2 BST Search:    33037us
1.3 BST Delete:    772us
2.1 AVL Insert:    97132us
2.2 AVLT Search:    73us
2.3 AVLT Delete:    5139947us
3.1 BT Insert:    62212us
3.2 BT Search:    287us
3.3 BT Delete:    184980us
4.1 RBTree Insert:    68043us
4.2 RBTree Search:    67us
4.3 RBTree Delete:    8259655us
------- Group8  count: 150000--------
1.1 BST Insert:    21944098us
1.2 BST Search:    32394us
1.3 BST Delete:    877us
2.1 AVL Insert:    110452us
2.2 AVLT Search:    89us
2.3 AVLT Delete:    5959657us
3.1 BT Insert:    130284us
3.2 BT Search:    299us
3.3 BT Delete:    211947us
4.1 RBTree Insert:    77496us
4.2 RBTree Search:    64us
4.3 RBTree Delete:    9617492us
------- Group9  count: 170000--------
1.1 BST Insert:    30063733us
1.2 BST Search:    32829us
1.3 BST Delete:    1022us
2.1 AVL Insert:    129960us
2.2 AVLT Search:    86us
2.3 AVLT Delete:    7023260us
3.1 BT Insert:    156473us
3.2 BT Search:    269us
3.3 BT Delete:    232340us
4.1 RBTree Insert:    511031us
4.2 RBTree Search:    70us
4.3 RBTree Delete:    11178955us
------- Group10  count: 190000--------
1.1 BST Insert:    40717953us
1.2 BST Search:    31824us
1.3 BST Delete:    1809us
2.1 AVL Insert:    144207us
2.2 AVLT Search:    87us
2.3 AVLT Delete:    8030553us
3.1 BT Insert:    182317us
3.2 BT Search:    266us
3.3 BT Delete:    265240us
4.1 RBTree Insert:    1383987us
4.2 RBTree Search:    71us
4.3 RBTree Delete:    11894584us
------- Group11  count: 210000--------
1.1 BST Insert:    54727847us
1.2 BST Search:    32662us
1.3 BST Delete:    1788us
2.1 AVL Insert:    162043us
2.2 AVLT Search:    92us
2.3 AVLT Delete:    9390509us
3.1 BT Insert:    193733us
3.2 BT Search:    282us
3.3 BT Delete:    271038us
4.1 RBTree Insert:    2271588us
4.2 RBTree Search:    60us
4.3 RBTree Delete:    13228710us
------- Group12  count: 230000--------
1.1 BST Insert:    70171230us
1.2 BST Search:    32268us
1.3 BST Delete:    1476us
2.1 AVL Insert:    171157us
2.2 AVLT Search:    90us
2.3 AVLT Delete:    9790156us
3.1 BT Insert:    223349us
3.2 BT Search:    278us
3.3 BT Delete:    305676us
4.1 RBTree Insert:    2155931us
4.2 RBTree Search:    73us
4.3 RBTree Delete:    14439339us
------- Group13  count: 250000--------
1.1 BST Insert:    86114490us
1.2 BST Search:    32754us
1.3 BST Delete:    1500us
2.1 AVL Insert:    191712us
2.2 AVLT Search:    94us
2.3 AVLT Delete:    10961856us
3.1 BT Insert:    243171us
3.2 BT Search:    267us
3.3 BT Delete:    346531us
4.1 RBTree Insert:    3729013us
4.2 RBTree Search:    74us
4.3 RBTree Delete:    16612417us
------- Group14  count: 270000--------
1.1 BST Insert:    125004773us
1.2 BST Search:    34368us
1.3 BST Delete:    2032us
2.1 AVL Insert:    221830us
2.2 AVLT Search:    98us
2.3 AVLT Delete:    12860189us
3.1 BT Insert:    256786us
3.2 BT Search:    282us
3.3 BT Delete:    364722us
4.1 RBTree Insert:    6701767us
4.2 RBTree Search:    71us
4.3 RBTree Delete:    19142795us
------- Group15  count: 290000--------
1.1 BST Insert:    150861664us
1.2 BST Search:    34844us
1.3 BST Delete:    2273us
2.1 AVL Insert:    241764us
2.2 AVLT Search:    81us
2.3 AVLT Delete:    15298091us
3.1 BT Insert:    348875us
3.2 BT Search:    256us
3.3 BT Delete:    411650us
4.1 RBTree Insert:    9484887us
4.2 RBTree Search:    74us
4.3 RBTree Delete:    25900495us
------- Group16  count: 310000--------
1.1 BST Insert:    208951662us
1.2 BST Search:    47535us
1.3 BST Delete:    2991us
2.1 AVL Insert:    317055us
2.2 AVLT Search:    153us
2.3 AVLT Delete:    17660915us
3.1 BT Insert:    306339us
3.2 BT Search:    304us
3.3 BT Delete:    468581us
4.1 RBTree Insert:    9212433us
4.2 RBTree Search:    97us
4.3 RBTree Delete:    22578411us
------- Group17  count: 330000--------
1.1 BST Insert:    211524727us
1.2 BST Search:    35312us
1.3 BST Delete:    1820us
2.1 AVL Insert:    280825us
2.2 AVLT Search:    86us
2.3 AVLT Delete:    16143262us
3.1 BT Insert:    331221us
3.2 BT Search:    243us
3.3 BT Delete:    491856us
4.1 RBTree Insert:    11011550us
4.2 RBTree Search:    87us
4.3 RBTree Delete:    23681589us
------- Group18  count: 350000--------
1.1 BST Insert:    232230017us
1.2 BST Search:    35045us
1.3 BST Delete:    2016us
2.1 AVL Insert:    301467us
2.2 AVLT Search:    91us
2.3 AVLT Delete:    16674672us
3.1 BT Insert:    358716us
3.2 BT Search:    257us
3.3 BT Delete:    500635us
4.1 RBTree Insert:    11740166us
4.2 RBTree Search:    82us
4.3 RBTree Delete:    25140933us
------- Group19  count: 370000--------
1.1 BST Insert:    257477830us
1.2 BST Search:    34068us
1.3 BST Delete:    2255us
2.1 AVL Insert:    291705us
2.2 AVLT Search:    95us
2.3 AVLT Delete:    16968024us
3.1 BT Insert:    353515us
3.2 BT Search:    231us
3.3 BT Delete:    508434us
4.1 RBTree Insert:    13941525us
4.2 RBTree Search:    70us
4.3 RBTree Delete:    24492231us
------- Group20  count: 390000--------
1.1 BST Insert:    267904573us
1.2 BST Search:    34149us
1.3 BST Delete:    2806us
2.1 AVL Insert:    307205us
2.2 AVLT Search:    78us
2.3 AVLT Delete:    17481480us
3.1 BT Insert:    375922us
3.2 BT Search:    270us
3.3 BT Delete:    548764us
4.1 RBTree Insert:    14612087us
4.2 RBTree Search:    81us
4.3 RBTree Delete:    25908733us
